itemcode,etfTabCode,itemname,nowVal,risefall,changeVal,changeRate,nav,threeMonthEarnRate,quant,amonut,marketSum
069500,1,KODEX 200,113610,2,2790,2.52,113772.0,-15.2537,16593602,1876983,263802
360750,4,TIGER 미국S&P500,25705,2,45,0.18,25698.0,-10.8243,23725049,608007,202183
133690,4,TIGER 미국나스닥100,176715,2,795,0.45,175611.0,-14.2709,3828463,673576,114547
102110,1,TIGER 200,113870,2,2840,2.56,114046.0,-15.0561,9958570,1128548,106582
396500,2,TIGER 반도체TOP10,38715,2,1645,4.44,38749.0,-25.1943,9180085,351807,103311
379800,4,KODEX 미국S&P500,23370,2,50,0.21,23360.0,-10.7867,16126211,375742,100117
379810,4,KODEX 미국나스닥100,26425,2,125,0.48,26256.0,-14.2131,17047010,448569,90915
278530,1,KODEX 200TR,41135,2,970,2.42,41183.0,-15.1743,634777,26013,80583
488770,7,KODEX 머니마켓액티브,105457,2,7,0.01,105459.0,0.856,372188,39249,79887
122630,3,KODEX 레버리지,118690,2,5645,4.99,118935.0,-40.4494,11394444,1337816,65932
459580,6,KODEX CD금리액티브(합성),1074117,2,87,0.01,1074318.0,0.7243,695862,747437,65328
498400,2,KODEX 200타겟위클리커버드콜,21445,2,590,2.83,21450.0,-15.5782,5573797,118898,61590
091160,2,KODEX 반도체,136650,2,5450,4.15,136820.0,-16.5289,1316609,177787,59784
0167A0,2,SOL AI반도체TOP2플러스,18455,2,475,2.64,18476.0,-21.1577,10784631,197964,58751
381180,4,TIGER 미국필라델피아반도체나스닥,41930,2,720,1.75,40994.0,-23.2885,852624,35524,56794
229200,1,KODEX 코스닥150,14070,2,40,0.29,14110.0,-20.0798,16197788,227807,47521
148020,1,RISE 200,114510,2,2870,2.57,114628.0,-15.2091,559116,63775,46548
310970,1,TIGER MSCI Korea TR,50780,2,1320,2.67,50865.0,-15.2575,10416,526,46057
395160,2,KODEX AI반도체TOP2플러스,42190,2,1345,3.29,42217.0,-16.1724,4047939,169248,42949
0162Z0,7,RISE 삼성전자SK하이닉스채권혼합50,13950,2,300,2.2,13961.0,-4.844,5645853,78285,42771
458730,4,TIGER 미국배당다우존스,14665,5,-15,-0.1,14758.0,-6.9,1780861,26084,42309
411060,5,ACE KRX금현물,26875,2,210,0.79,26814.0,-11.6029,578532,15498,40098
360200,4,ACE 미국S&P500,25985,2,50,0.19,25980.0,-10.7991,1021773,26453,38978
395270,2,HANARO Fn K-반도체,59950,2,1830,3.15,60020.0,-16.2054,1166924,69347,37828
381170,4,TIGER 미국테크TOP10 INDXX,30400,2,60,0.2,30256.0,-12.9662,309308,9352,37574
233740,3,KODEX 코스닥150레버리지,6940,2,40,0.58,6974.0,-45.6265,43156212,298917,35783
423160,6,KODEX KOFR금리액티브(합성),110725,2,5,0.0,110719.0,0.6885,45269,5012,35734
357870,6,TIGER CD금리투자KIS(합성),58020,3,0,0.0,58020.0,0.7554,135202,7844,35531
102780,2,KODEX 삼성그룹,26935,2,190,0.71,26967.0,-15.2164,280779,7560,34638
273130,6,KODEX 종합채권(AA-이상)액티브,109920,2,80,0.07,109860.0,-0.1909,12073,1326,34270
