itemcode,etfTabCode,itemname,nowVal,risefall,changeVal,changeRate,nav,threeMonthEarnRate,quant,amonut,marketSum
069500,1,KODEX 200,105965,2,2355,2.27,106002.0,-26.6689,14428312,1519720,246157
360750,4,TIGER 미국S&P500,26050,2,210,0.81,26033.0,-9.1754,26219615,683698,204258
133690,4,TIGER 미국나스닥100,177280,2,2010,1.15,176860.0,-14.1049,2017271,357650,114434
379800,4,KODEX 미국S&P500,23680,2,195,0.83,23664.0,-9.1879,19053077,451625,101078
102110,1,TIGER 200,106200,2,2340,2.25,106234.0,-26.4913,7946446,838693,100253
396500,2,TIGER 반도체TOP10,34955,2,1560,4.67,35004.0,-35.8837,5883429,202885,93872
379810,4,KODEX 미국나스닥100,26500,2,295,1.13,26442.0,-14.118,11943257,316477,91240
488770,7,KODEX 머니마켓액티브,105432,2,22,0.02,105431.0,0.8515,280567,29580,80699
278530,1,KODEX 200TR,38370,2,830,2.21,38391.0,-26.5434,384125,14660,75109
459580,6,KODEX CD금리액티브(합성),1073937,2,87,0.01,1074200.0,0.7393,461073,495163,65640
498400,2,KODEX 200타겟위클리커버드콜,20090,2,375,1.9,20093.0,-26.0153,4220967,84424,56493
0167A0,2,SOL AI반도체TOP2플러스,17160,2,665,4.03,17184.0,-33.1239,8220960,139097,54972
122630,3,KODEX 레버리지,103550,2,4450,4.49,103693.0,-55.8555,10140978,1037432,54882
381180,4,TIGER 미국필라델피아반도체나스닥,40330,2,365,0.91,40014.0,-22.6952,1067267,42939,54849
091160,2,KODEX 반도체,124370,2,5040,4.22,124621.0,-27.1824,797355,98095,54474
229200,1,KODEX 코스닥150,13845,2,550,4.14,13884.0,-25.9538,21366455,292448,46464
148020,1,RISE 200,106730,2,2295,2.2,106792.0,-26.7999,465338,49399,43546
458730,4,TIGER 미국배당다우존스,15025,5,-15,-0.1,15009.0,-1.6758,961556,14466,43167
310970,1,TIGER MSCI Korea TR,47260,2,1005,2.17,47305.0,-26.6958,4074,191,42818
411060,5,ACE KRX금현물,27380,2,225,0.83,27317.0,-10.0083,557175,15274,40796
0162Z0,7,RISE 삼성전자SK하이닉스채권혼합50,13250,2,240,1.84,13270.0,-14.2563,3317092,43760,40744
360200,4,ACE 미국S&P500,26335,2,215,0.82,26318.0,-9.2128,524845,13837,39450
395160,2,KODEX AI반도체TOP2플러스,38565,2,1430,3.85,38623.0,-28.5866,2276910,86552,39259
381170,4,TIGER 미국테크TOP10 INDXX,30800,2,400,1.32,30717.0,-13.8078,468618,14429,38038
357870,6,TIGER CD금리투자KIS(합성),58015,2,10,0.02,58012.0,0.7556,102492,5945,35528
423160,6,KODEX KOFR금리액티브(합성),110707,2,27,0.02,110699.0,0.6839,55459,6139,35297
395270,2,HANARO Fn K-반도체,54860,2,2230,4.24,54929.0,-28.0028,794502,43072,34589
367380,4,ACE 미국나스닥100,30475,2,345,1.15,30401.0,-14.1061,312278,9517,34193
273130,6,KODEX 종합채권(AA-이상)액티브,109855,2,40,0.04,109794.0,-0.795,19826,2177,34174
233740,3,KODEX 코스닥150레버리지,6745,2,525,8.44,6768.0,-53.3384,56888483,373983,34002
102780,2,KODEX 삼성그룹,25950,2,245,0.95,26000.0,-23.7014,251928,6507,33527
0043B0,6,TIGER 머니마켓액티브,103552,2,2,0.0,103570.0,0.9013,68629,7106,33035
487240,2,KODEX AI전력핵심설비,34480,2,505,1.49,34483.0,-26.5746,1769562,60994,30101
455890,6,RISE 머니마켓액티브,55495,2,10,0.02,55498.0,0.8085,85578,4748,27923
139260,2,TIGER 200 IT,133815,2,4510,3.49,134035.0,-31.3821,198898,26352,26442
481050,6,KODEX CD1년금리플러스액티브(합성),1022095,2,90,0.01,1022144.0,0.7937,30640,31316,25069
472150,2,TIGER 배당커버드콜액티브,19800,2,350,1.8,19828.0,-24.2893,1805858,35567,24978
426030,4,TIME 미국나스닥100액티브,44850,2,1245,2.86,44646.0,-25.468,498935,22312,24300
161510,2,PLUS 고배당주,25360,5,-235,-0.92,25365.0,-3.1918,411837,10502,24239
