itemcode,etfTabCode,itemname,nowVal,risefall,changeVal,changeRate,nav,threeMonthEarnRate,quant,amonut,marketSum
069500,1,KODEX 200,106280,3,0,0.0,106401.0,-23.6266,0,0,246198
360750,4,TIGER 미국S&P500,26055,3,0,0.0,25882.0,-8.7883,0,0,207359
133690,4,TIGER 미국나스닥100,178260,3,0,0.0,177074.0,-13.7788,0,0,116636
379800,4,KODEX 미국S&P500,23690,3,0,0.0,23527.0,-8.7423,0,0,102957
102110,1,TIGER 200,106520,3,0,0.0,106651.0,-23.484,0,0,98318
396500,2,TIGER 반도체TOP10,35565,3,0,0.0,35611.0,-31.5539,0,0,94461
379810,4,KODEX 미국나스닥100,26655,3,0,0.0,26476.0,-13.8067,0,0,92786
488770,7,KODEX 머니마켓액티브,105545,3,0,0.0,105556.0,0.8505,0,0,90012
278530,1,KODEX 200TR,38515,3,0,0.0,38536.0,-23.6065,0,0,74873
459580,6,KODEX CD금리액티브(합성),1075140,3,0,0.0,1075157.0,0.7304,0,0,68481
498400,2,KODEX 200타겟위클리커버드콜,19850,3,0,0.0,19854.0,-22.8477,0,0,58637
122630,3,KODEX 레버리지,103490,3,0,0.0,103962.0,-51.0284,0,0,57126
091160,2,KODEX 반도체,127655,3,0,0.0,127776.0,-25.6759,0,0,55594
381180,4,TIGER 미국필라델피아반도체나스닥,40750,3,0,0.0,40434.0,-27.6204,0,0,55359
0167A0,2,SOL AI반도체TOP2플러스,17050,3,0,0.0,17043.0,-32.7597,0,0,53358
229200,1,KODEX 코스닥150,13800,3,0,0.0,13834.0,-22.4381,0,0,46154
310970,1,TIGER MSCI Korea TR,47405,3,0,0.0,47489.0,-23.7636,0,0,44039
148020,1,RISE 200,107185,3,0,0.0,107208.0,-23.5932,0,0,43464
458730,4,TIGER 미국배당다우존스,14835,3,0,0.0,14760.0,-4.5699,0,0,43429
0162Z0,7,RISE 삼성전자SK하이닉스채권혼합50,13390,3,0,0.0,13404.0,-11.0499,0,0,40639
411060,5,ACE KRX금현물,26825,3,0,0.0,26787.0,-8.1594,0,0,40130
360200,4,ACE 미국S&P500,26350,3,0,0.0,26166.0,-8.7666,0,0,39736
395160,2,KODEX AI반도체TOP2플러스,38485,3,0,0.0,38456.0,-28.5636,0,0,38600
381170,4,TIGER 미국테크TOP10 INDXX,30985,3,0,0.0,30772.0,-7.8916,0,0,38266
423160,6,KODEX KOFR금리액티브(합성),110810,3,0,0.0,110803.0,0.7021,0,0,36332
273130,6,KODEX 종합채권(AA-이상)액티브,109640,3,0,0.0,109585.0,-1.2192,0,0,35102
367380,4,ACE 미국나스닥100,30640,3,0,0.0,30439.0,-13.8333,0,0,34684
395270,2,HANARO Fn K-반도체,54985,3,0,0.0,54932.0,-27.8327,0,0,34503
357870,6,TIGER CD금리투자KIS(합성),58080,3,0,0.0,58077.0,0.7723,0,0,33794
