itemcode,etfTabCode,itemname,nowVal,risefall,changeVal,changeRate,nav,threeMonthEarnRate,quant,amonut,marketSum
069500,1,KODEX 200,107885,3,0,0.0,108111.0,-20.0152,0,0,251696
360750,4,TIGER 미국S&P500,26120,3,0,0.0,26139.0,-7.4421,0,0,204076
133690,4,TIGER 미국나스닥100,178785,3,0,0.0,178868.0,-11.4625,0,0,114851
102110,1,TIGER 200,108170,3,0,0.0,108373.0,-19.9526,0,0,102545
379800,4,KODEX 미국S&P500,23740,3,0,0.0,23760.0,-7.4318,0,0,100824
396500,2,TIGER 반도체TOP10,35165,3,0,0.0,35273.0,-30.6145,0,0,94488
379810,4,KODEX 미국나스닥100,26725,3,0,0.0,26743.0,-11.4854,0,0,92669
488770,7,KODEX 머니마켓액티브,105390,3,0,0.0,105391.0,0.8517,0,0,80528
278530,1,KODEX 200TR,39075,3,0,0.0,39154.0,-19.7362,0,0,76665
459580,6,KODEX CD금리액티브(합성),1073480,3,0,0.0,1073679.0,0.72,0,0,65232
122630,3,KODEX 레버리지,107725,3,0,0.0,108222.0,-47.6126,0,0,59195
498400,2,KODEX 200타겟위클리커버드콜,20495,3,0,0.0,20502.0,-19.7926,0,0,57529
381180,4,TIGER 미국필라델피아반도체나스닥,41240,3,0,0.0,41190.0,-18.9564,0,0,56128
0167A0,2,SOL AI반도체TOP2플러스,17455,3,0,0.0,17478.0,-30.8334,0,0,55952
091160,2,KODEX 반도체,124720,3,0,0.0,124871.0,-22.5494,0,0,54503
229200,1,KODEX 코스닥150,13950,3,0,0.0,14007.0,-23.2782,0,0,48804
148020,1,RISE 200,108700,3,0,0.0,108931.0,-20.405,0,0,44404
310970,1,TIGER MSCI Korea TR,48145,3,0,0.0,48236.0,-19.79,0,0,43619
458730,4,TIGER 미국배당다우존스,15100,3,0,0.0,15119.0,-2.1736,0,0,43171
0162Z0,7,RISE 삼성전자SK하이닉스채권혼합50,13360,3,0,0.0,13383.0,-8.8407,0,0,41162
411060,5,ACE KRX금현물,27435,3,0,0.0,27392.0,-8.5986,0,0,40851
395160,2,KODEX AI반도체TOP2플러스,39320,3,0,0.0,39372.0,-27.4224,0,0,40146
360200,4,ACE 미국S&P500,26445,3,0,0.0,26425.0,-7.483,0,0,39562
