itemcode,etfTabCode,itemname,nowVal,risefall,changeVal,changeRate,nav,threeMonthEarnRate,quant,amonut,marketSum
069500,1,KODEX 200,106485,2,120,0.11,106652.0,-23.6266,11345857,1210514,246939
360750,4,TIGER 미국S&P500,26005,2,205,0.79,25841.0,-8.7883,16150610,419896,206662
133690,4,TIGER 미국나스닥100,177950,2,1980,1.13,176805.0,-13.7788,2910330,518072,116450
379800,4,KODEX 미국S&P500,23635,2,180,0.77,23489.0,-8.7423,21132785,499558,102600
102110,1,TIGER 200,106745,2,145,0.14,106904.0,-23.484,4836680,517377,98419
396500,2,TIGER 반도체TOP10,35780,5,-120,-0.33,35821.0,-31.5539,3275977,117714,95282
379810,4,KODEX 미국나스닥100,26605,2,305,1.16,26433.0,-13.8067,13297457,353827,92293
488770,7,KODEX 머니마켓액티브,105542,2,12,0.01,105556.0,0.8505,213195,22501,88891
278530,1,KODEX 200TR,38575,2,65,0.17,38639.0,-23.6065,157757,6098,74816
459580,6,KODEX CD금리액티브(합성),1075137,2,282,0.03,1075157.0,0.7304,652797,701846,68373
498400,2,KODEX 200타겟위클리커버드콜,19885,2,65,0.33,19900.0,-22.8477,2767959,55143,58701
122630,3,KODEX 레버리지,103825,2,245,0.24,104080.0,-51.0284,8135602,848978,56117
091160,2,KODEX 반도체,127640,5,-60,-0.05,127825.0,-25.6759,1067218,136367,55587
381180,4,TIGER 미국필라델피아반도체나스닥,40715,2,585,1.46,40370.0,-27.6204,633135,25798,55332
0167A0,2,SOL AI반도체TOP2플러스,17150,5,-40,-0.23,17181.0,-32.7597,4768059,82350,53628
229200,1,KODEX 코스닥150,13800,2,25,0.18,13832.0,-22.4381,10935910,150833,46133
310970,1,TIGER MSCI Korea TR,47555,2,155,0.33,47612.0,-23.7636,1271,60,44131
148020,1,RISE 200,107320,2,210,0.2,107462.0,-23.5932,332189,35756,43411
458730,4,TIGER 미국배당다우존스,14795,5,-25,-0.17,14736.0,-4.5699,1111990,16426,43194
0162Z0,7,RISE 삼성전자SK하이닉스채권혼합50,13405,2,15,0.11,13418.0,-11.0499,2386414,32057,40604
411060,5,ACE KRX금현물,26630,2,10,0.04,26559.0,-8.1594,290655,7742,39812
360200,4,ACE 미국S&P500,26285,2,205,0.79,26124.0,-8.7666,813981,21381,39611
395160,2,KODEX AI반도체TOP2플러스,38665,5,-250,-0.64,38713.0,-28.5636,1499824,58364,38742
381170,4,TIGER 미국테크TOP10 INDXX,30935,2,355,1.16,30723.0,-7.8916,496059,15334,38205
423160,6,KODEX KOFR금리액티브(합성),110807,2,2,0.0,110803.0,0.7021,46462,5148,36324
273130,6,KODEX 종합채권(AA-이상)액티브,109510,2,130,0.12,109471.0,-1.2192,44356,4854,35019
367380,4,ACE 미국나스닥100,30590,2,360,1.19,30390.0,-13.8333,172679,5276,34628
395270,2,HANARO Fn K-반도체,55180,5,-360,-0.65,55265.0,-27.8327,501700,27854,34543
357870,6,TIGER CD금리투자KIS(합성),58080,2,15,0.03,58077.0,0.7723,43902,2549,33806
233740,3,KODEX 코스닥150레버리지,6655,2,30,0.45,6683.0,-47.6905,32770412,218395,32916
102780,2,KODEX 삼성그룹,25445,5,-10,-0.04,25491.0,-23.7304,100883,2583,32595
455890,6,RISE 머니마켓액티브,55557,2,12,0.02,55559.0,0.835,29563,1642,31276
487240,2,KODEX AI전력핵심설비,35540,2,300,0.85,35583.0,-26.1002,1236645,43861,31098
0043B0,6,TIGER 머니마켓액티브,103690,2,20,0.02,103697.0,0.9199,59431,6162,30527
139260,2,TIGER 200 IT,133090,5,-1275,-0.95,133187.0,-27.9774,54446,7302,25979
481050,6,KODEX CD1년금리플러스액티브(합성),1023305,2,270,0.03,1023107.0,0.7922,32511,33268,25406
426030,4,TIME 미국나스닥100액티브,45565,2,1075,2.42,44963.0,-25.85,399389,18178,24942
486290,4,TIGER 미국나스닥100타겟데일리커버드콜,10375,2,140,1.37,10307.0,-13.8331,1066598,11054,24807
472150,2,TIGER 배당커버드콜액티브,20035,2,45,0.23,20027.0,-22.5412,1972579,39562,24761
161510,2,PLUS 고배당주,25225,2,170,0.68,25232.0,-8.0523,303751,7665,24080
449170,6,TIGER KOFR금리액티브(합성),111900,2,10,0.01,111893.0,0.6884,25642,2869,23860
278540,1,KODEX MSCI Korea TR,37860,2,20,0.05,37902.0,-23.9703,4024,153,23322
0193T0,2,KODEX SK하이닉스단일종목레버리지,10480,5,-205,-1.92,10522.0,-63.395,10219896,108258,21846
385540,6,RISE 종합채권(A-이상)액티브,102500,2,85,0.08,102513.0,-1.2106,166,17,21776
456600,4,TIME 글로벌AI인공지능액티브,56935,2,755,1.34,56527.0,-22.6331,48170,2740,20497
284430,6,KODEX 200미국채혼합50,20525,2,105,0.51,20535.0,-16.2688,166959,3430,19901
214980,6,KODEX 단기채권PLUS,114420,5,-5,0.0,114453.0,0.6832,6359,727,18314
292150,2,TIGER 코리아TOP10,37610,2,70,0.19,37655.0,-21.9146,275409,10386,18260
294400,1,KIWOOM 200TR,139785,2,185,0.13,140055.0,-23.5299,25630,3592,17753
305720,2,KODEX 2차전지산업,14680,5,-20,-0.14,14682.0,-18.3561,1453559,21357,17366
441640,4,KODEX 미국배당커버드콜액티브,12380,2,40,0.32,12317.0,-6.7202,404746,5004,17115
105190,1,ACE 200,106745,2,165,0.15,106897.0,-23.6622,57498,6153,16439
442580,4,PLUS 글로벌HBM반도체,97110,2,15,0.02,96769.0,-27.3595,495157,48176,16382
368590,4,RISE 미국나스닥100,29670,2,345,1.18,29484.0,-13.8598,119951,3555,15755
475630,7,TIGER CD1년금리액티브(합성),1077620,2,305,0.03,1077623.0,0.7853,75133,80965,15720
329200,2,TIGER 리츠부동산인프라,4055,3,0,0.0,4044.0,-0.9116,1009628,4093,15555
477080,6,RISE CD금리액티브(합성),107615,2,30,0.03,107622.0,0.7208,2691,289,15459
446770,4,ACE 글로벌반도체TOP4 Plus,75580,2,905,1.21,75051.0,-21.7171,63948,4831,15267
0177N0,7,KODEX 삼성전자SK하이닉스채권혼합50,14090,5,-15,-0.11,14105.0,-11.159,2681531,37853,15104
379780,4,RISE 미국S&P500,22725,2,170,0.75,22587.0,-8.7916,190469,4327,14908
466920,2,SOL 조선TOP3플러스,28160,2,1330,4.96,28245.0,-30.8327,1013990,28204,14883
487230,4,KODEX 미국AI전력핵심인프라,19630,2,895,4.78,19299.0,-27.4412,339669,6641,14781
453850,6,ACE 미국30년국채액티브(H),7090,2,30,0.42,7070.0,-4.523,567940,4025,14698
152100,1,PLUS 200,108170,2,240,0.22,108262.0,-23.8082,140201,15215,14549
