itemcode,etfTabCode,itemname,nowVal,risefall,changeVal,changeRate,nav,threeMonthEarnRate,quant,amonut,marketSum
069500,1,KODEX 200,109480,2,2210,2.06,109581.0,-12.3673,13707710,1499865,258647
360750,4,TIGER 미국S&P500,27360,2,80,0.29,27346.0,-0.231,37151503,1016950,208880
133690,4,TIGER 미국나스닥100,188090,2,940,0.5,188392.0,-2.826,3634479,684653,117349
102110,1,TIGER 200,109750,2,2220,2.06,109857.0,-12.2288,6728673,737645,105305
379800,4,KODEX 미국S&P500,24870,2,70,0.28,24858.0,-0.2671,25619291,637323,102626
396500,2,TIGER 반도체TOP10,36025,2,775,2.2,36060.0,-29.3729,9786985,353084,95863
379810,4,KODEX 미국나스닥100,28120,2,155,0.55,28164.0,-2.8589,19077627,536548,94413
488770,7,KODEX 머니마켓액티브,105252,2,37,0.04,105248.0,0.8434,475739,50071,80214
278530,1,KODEX 200TR,39660,2,825,2.12,39700.0,-12.3463,1003577,39758,79181
459580,6,KODEX CD금리액티브(합성),1074947,2,82,0.01,1075174.0,0.7406,395525,425168,66334
122630,3,KODEX 레버리지,112405,2,4430,4.1,112565.0,-37.1874,14191339,1594588,65026
381180,4,TIGER 미국필라델피아반도체나스닥,45725,5,-360,-0.78,45914.0,-0.8044,1325389,60759,61523
498400,2,KODEX 200타겟위클리커버드콜,20665,2,465,2.3,20692.0,-13.2346,6400072,132367,60259
0167A0,2,SOL AI반도체TOP2플러스,17985,2,405,2.3,17996.0,-6.9596,17400953,312352,57849
091160,2,KODEX 반도체,125525,2,1950,1.58,125563.0,-20.7116,1349674,170044,56047
229200,1,KODEX 코스닥150,14695,5,-105,-0.71,14744.0,-24.258,28900348,425619,53931
148020,1,RISE 200,110340,2,2300,2.13,110412.0,-12.3168,906418,99941,46839
310970,1,TIGER MSCI Korea TR,48950,2,1005,2.1,49028.0,-11.971,5852,287,44398
458730,4,TIGER 미국배당다우존스,15445,2,80,0.52,15427.0,3.2941,1316219,20336,43130
395160,2,KODEX AI반도체TOP2플러스,40805,2,1060,2.67,40830.0,-1.7308,5372520,219454,41254
0162Z0,7,RISE 삼성전자SK하이닉스채권혼합50,13360,2,190,1.44,13361.0,-3.0653,5278632,70613,41109
360200,4,ACE 미국S&P500,27655,2,60,0.22,27644.0,-0.1566,341465,9453,40736
411060,5,ACE KRX금현물,27550,5,-485,-1.73,27516.0,-10.2018,760546,21012,40499
233740,3,KODEX 코스닥150레버리지,7680,5,-130,-1.66,7710.0,-51.218,105454415,815073,39398
381170,4,TIGER 미국테크TOP10 INDXX,31790,2,140,0.44,31817.0,-7.0758,319858,10177,39165
395270,2,HANARO Fn K-반도체,57660,2,1340,2.38,57691.0,-3.5039,902679,52178,36528
423160,6,KODEX KOFR금리액티브(합성),110795,2,30,0.03,110785.0,0.6703,143743,15926,36148
367380,4,ACE 미국나스닥100,32335,2,170,0.53,32384.0,-2.8719,949014,30698,35698
357870,6,TIGER CD금리투자KIS(합성),57920,2,15,0.03,57915.0,0.7569,160925,9320,35497
102780,2,KODEX 삼성그룹,26970,2,615,2.33,26983.0,-0.1138,590731,15871,34818
273130,6,KODEX 종합채권(AA-이상)액티브,109725,2,60,0.05,109698.0,-1.7471,24585,2697,33621
487240,2,KODEX AI전력핵심설비,36260,5,-585,-1.59,36316.0,-37.4173,2893456,104584,31800
455890,6,RISE 머니마켓액티브,55395,2,10,0.02,55400.0,0.8008,101272,5610,29911
0043B0,6,TIGER 머니마켓액티브,103365,2,15,0.01,103369.0,0.8784,71239,7363,29305
139260,2,TIGER 200 IT,141160,2,3995,2.91,141183.0,-7.701,278015,39256,28091
426030,4,TIME 미국나스닥100액티브,48500,2,30,0.06,48541.0,-10.9172,503079,24500,25841
481050,6,KODEX CD1년금리플러스액티브(합성),1023005,2,85,0.01,1023105.0,0.7794,11658,11926,25654
0193T0,2,KODEX SK하이닉스단일종목레버리지,9750,2,545,5.92,9758.0,,23693423,237031,24626
449170,6,TIGER KOFR금리액티브(합성),111615,2,25,0.02,111611.0,0.6539,50267,5610,24366
161510,2,PLUS 고배당주,25540,2,550,2.2,25598.0,-7.6737,622224,15804,24258
