itemcode,etfTabCode,itemname,nowVal,risefall,changeVal,changeRate,nav,threeMonthEarnRate,quant,amonut,marketSum
069500,1,KODEX 200,110535,2,2345,2.17,110565.0,-4.3517,28032530,3064911,259149
360750,4,TIGER 미국S&P500,26215,5,-455,-1.71,26172.0,-2.8518,34679633,909489,201803
133690,4,TIGER 미국나스닥100,179070,5,-3115,-1.71,178655.0,-5.431,1718981,307954,112492
102110,1,TIGER 200,110800,2,2365,2.18,110871.0,-4.053,13842975,1515708,106091
379800,4,KODEX 미국S&P500,23830,5,-420,-1.73,23790.0,-2.79,21656016,516189,99359
396500,2,TIGER 반도체TOP10,36510,2,310,0.86,36526.0,-17.1625,10911436,395008,98230
379810,4,KODEX 미국나스닥100,26770,5,-465,-1.71,26710.0,-5.3947,10433588,279373,91138
488770,7,KODEX 머니마켓액티브,105310,2,30,0.03,105306.0,0.8477,582217,61311,79307
278530,1,KODEX 200TR,40020,2,845,2.16,40039.0,-4.1591,1214151,48116,79120
459580,6,KODEX CD금리액티브(합성),1075445,2,80,0.01,1075668.0,0.7327,398140,428178,66164
498400,2,KODEX 200타겟위클리커버드콜,20885,2,400,1.95,20914.0,-4.4651,5536566,114080,59564
122630,3,KODEX 레버리지,113305,2,4595,4.23,113515.0,-25.0767,18608195,2060472,59259
381180,4,TIGER 미국필라델피아반도체나스닥,42670,5,-475,-1.1,42446.0,-3.7598,1214926,51826,57583
0167A0,2,SOL AI반도체TOP2플러스,17645,5,-125,-0.7,17658.0,0.6798,13132011,230316,57029
091160,2,KODEX 반도체,126840,5,-230,-0.18,126905.0,-9.8763,1359568,172030,55873
229200,1,KODEX 코스닥150,13840,5,-775,-5.3,13864.0,-16.9131,21561338,298543,49028
148020,1,RISE 200,111340,2,2280,2.09,111426.0,-4.16,1015627,111749,46930
310970,1,TIGER MSCI Korea TR,49750,2,1150,2.37,49744.0,-3.4949,12499,612,45123
458730,4,TIGER 미국배당다우존스,15270,5,-195,-1.26,15235.0,1.2633,2002826,30615,42947
0162Z0,7,RISE 삼성전자SK하이닉스채권혼합50,13725,2,215,1.59,13738.0,3.2282,7830147,106769,42122
411060,5,ACE KRX금현물,28215,2,65,0.23,28173.0,-5.8056,787292,22206,41561
395160,2,KODEX AI반도체TOP2플러스,40235,2,25,0.06,40248.0,6.6154,4790213,191344,40758
360200,4,ACE 미국S&P500,26495,5,-470,-1.74,26458.0,-2.787,770519,20450,39266
381170,4,TIGER 미국테크TOP10 INDXX,30310,5,-540,-1.75,30244.0,-10.2676,205784,6247,37403
395270,2,HANARO Fn K-반도체,57030,2,125,0.22,57056.0,4.4607,1097429,62092,36071
423160,6,KODEX KOFR금리액티브(합성),110850,2,30,0.03,110836.0,0.6703,56683,6283,35795
357870,6,TIGER CD금리투자KIS(합성),57940,2,5,0.01,57943.0,0.7477,112653,6527,35509
102780,2,KODEX 삼성그룹,26490,2,240,0.91,26505.0,3.1839,434914,11323,34252
367380,4,ACE 미국나스닥100,30790,5,-535,-1.71,30710.0,-5.4512,683594,21064,34208
273130,6,KODEX 종합채권(AA-이상)액티브,109400,5,-280,-0.26,109564.0,-0.7376,41018,4489,33430
233740,3,KODEX 코스닥150레버리지,6780,5,-800,-10.55,6786.0,-41.2176,87992121,597856,33385
455890,6,RISE 머니마켓액티브,55430,2,10,0.02,55431.0,0.8002,126315,7001,30089
0043B0,6,TIGER 머니마켓액티브,103427,2,12,0.01,103433.0,0.8828,85990,8893,29792
487240,2,KODEX AI전력핵심설비,33315,5,-2055,-5.81,33338.0,-27.972,2286733,76766,29251
139260,2,TIGER 200 IT,137175,5,-325,-0.24,137330.0,1.3963,264349,36073,27764
481050,6,KODEX CD1년금리플러스액티브(합성),1023575,2,110,0.01,1023624.0,0.7769,6631,6787,25668
0193T0,2,KODEX SK하이닉스단일종목레버리지,10650,2,570,5.65,10676.0,,29963542,319957,24543
426030,4,TIME 미국나스닥100액티브,45600,5,-650,-1.41,45369.0,-10.6453,521290,23761,24460
449170,6,TIGER KOFR금리액티브(합성),111662,2,17,0.02,111661.0,0.6581,46498,5192,24376
472150,2,TIGER 배당커버드콜액티브,21135,2,405,1.95,21154.0,-2.7414,3346952,69962,24257
278540,1,KODEX MSCI Korea TR,39535,2,875,2.26,39600.0,-2.9497,35570,1393,24156
161510,2,PLUS 고배당주,24750,2,85,0.34,24776.0,-3.3292,446385,10963,23493
486290,4,TIGER 미국나스닥100타겟데일리커버드콜,10555,5,-185,-1.72,10526.0,-5.8801,1714184,18104,23174
456600,4,TIME 글로벌AI인공지능액티브,57895,5,-380,-0.65,57853.0,-4.8572,80043,4632,21340
292150,2,TIGER 코리아TOP10,38780,2,895,2.36,38782.0,-4.3028,649114,24945,20883
284430,6,KODEX 200미국채혼합50,21140,2,70,0.33,21164.0,-4.7688,1248312,26247,20650
385540,6,RISE 종합채권(A-이상)액티브,102510,5,-200,-0.19,102549.0,-0.6529,316,32,19124
105190,1,ACE 200,110740,2,2340,2.16,110804.0,-4.5354,297183,32608,18660
294400,1,KIWOOM 200TR,144975,2,3035,2.14,145090.0,-4.2014,133514,19186,18629
214980,6,KODEX 단기채권PLUS,114550,2,10,0.01,114571.0,0.6524,17078,1956,18408
0193W0,2,KODEX 삼성전자단일종목레버리지,14275,2,1290,9.93,14297.0,,11647590,157356,18347
442580,4,PLUS 글로벌HBM반도체,103860,2,1895,1.86,103637.0,6.6467,547469,56479,17812
441640,4,KODEX 미국배당커버드콜액티브,12695,5,-185,-1.44,12649.0,-0.0446,910555,11558,16681
477080,6,RISE CD금리액티브(합성),107375,2,5,0.0,107383.0,0.7223,7764,833,16657
305720,2,KODEX 2차전지산업,13790,5,-520,-3.63,13788.0,-19.4937,1573774,21695,15941
152100,1,PLUS 200,112135,2,2320,2.11,112279.0,-4.3174,469719,52188,15699
