itemcode,etfTabCode,itemname,nowVal,risefall,changeVal,changeRate,nav,threeMonthEarnRate,quant,amonut,marketSum
069500,1,KODEX 200,107650,2,5890,5.79,107935.0,-10.8037,28228071,3043769,253139
360750,4,TIGER 미국S&P500,26700,2,65,0.24,26659.0,-3.278,43896593,1170541,204936
133690,4,TIGER 미국나스닥100,182360,2,615,0.34,181728.0,-5.5688,3790365,690668,114358
102110,1,TIGER 200,107940,2,5945,5.83,108201.0,-10.6825,16017747,1726713,103353
379800,4,KODEX 미국S&P500,24272,2,57,0.24,24232.0,-3.2966,31638700,766886,100741
396500,2,TIGER 반도체TOP10,35915,2,2775,8.37,35935.0,-23.9211,14203023,505058,96288
379810,4,KODEX 미국나스닥100,27265,2,95,0.35,27169.0,-5.5714,12763736,347695,92783
488770,7,KODEX 머니마켓액티브,105277,2,12,0.01,105297.0,0.8382,776587,81758,79263
278530,1,KODEX 200TR,38990,2,2095,5.68,39090.0,-10.6659,1689807,65996,77317
459580,6,KODEX CD금리액티브(합성),1075365,2,250,0.02,1075351.0,0.7172,418967,450543,66463
498400,2,KODEX 200타겟위클리커버드콜,20370,2,1125,5.85,20428.0,-11.023,8534090,173379,58442
381180,4,TIGER 미국필라델피아반도체나스닥,43135,2,45,0.1,42610.0,-2.2378,2963587,127572,58081
122630,3,KODEX 레버리지,107680,2,10940,11.31,107916.0,-34.7168,19120660,2049098,57716
0167A0,2,SOL AI반도체TOP2플러스,17590,2,1010,6.09,17616.0,-4.8221,21187127,369870,56798
091160,2,KODEX 반도체,126065,2,7945,6.73,126312.0,-15.854,1466520,183852,55343
229200,1,KODEX 코스닥150,14550,2,320,2.25,14587.0,-21.5546,19748990,288382,52526
148020,1,RISE 200,108505,2,5820,5.67,108767.0,-10.7143,1284277,139313,45789
310970,1,TIGER MSCI Korea TR,48220,2,3010,6.66,48323.0,-9.9762,24404,1174,43736
458730,4,TIGER 미국배당다우존스,15465,2,160,1.05,15493.0,0.6737,2594318,40077,43325
411060,5,ACE KRX금현물,28110,2,810,2.97,28044.0,-9.901,999222,28097,41406
0162Z0,7,RISE 삼성전자SK하이닉스채권혼합50,13415,2,635,4.97,13428.0,-2.2378,9156857,122289,41197
395160,2,KODEX AI반도체TOP2플러스,39775,2,2875,7.79,39822.0,0.0,6815727,268079,40213
360200,4,ACE 미국S&P500,26990,2,65,0.24,26951.0,-3.3137,407027,10963,39891
381170,4,TIGER 미국테크TOP10 INDXX,30875,2,195,0.64,30768.0,-11.4191,508357,15657,38084
233740,3,KODEX 코스닥150레버리지,7505,2,315,4.38,7536.0,-47.5948,78469507,592902,37578
423160,6,KODEX KOFR금리액티브(합성),110820,2,10,0.01,110813.0,0.6703,41377,4585,35884
395270,2,HANARO Fn K-반도체,56340,2,3890,7.42,56436.0,-1.871,1478126,82426,35607
357870,6,TIGER CD금리투자KIS(합성),57935,2,10,0.02,57937.0,0.7303,161551,9359,35506
