itemcode,etfTabCode,itemname,nowVal,risefall,changeVal,changeRate,nav,threeMonthEarnRate,quant,amonut,marketSum
069500,1,KODEX 200,103170,2,3905,3.93,103250.0,-18.341,10993144,1132399,241005
360750,4,TIGER 미국S&P500,27125,5,-90,-0.33,27102.0,1.1176,16203075,439161,206001
133690,4,TIGER 미국나스닥100,185220,5,-605,-0.33,184932.0,-2.3828,1496441,277051,115170
379800,4,KODEX 미국S&P500,24660,5,-80,-0.32,24636.0,1.1093,13166767,324486,101155
102110,1,TIGER 200,103355,2,3960,3.98,103446.0,-18.2359,7368173,761255,99531
379810,4,KODEX 미국나스닥100,27690,5,-100,-0.36,27648.0,-2.3166,9956860,275642,92526
396500,2,TIGER 반도체TOP10,33355,2,1555,4.89,33412.0,-35.6276,9575021,319233,88758
488770,7,KODEX 머니마켓액티브,105202,2,7,0.01,105208.0,0.8387,390831,41116,80848
278530,1,KODEX 200TR,37350,2,1450,4.04,37386.0,-18.4925,902338,33666,74569
459580,6,KODEX CD금리액티브(합성),1074520,2,75,0.01,1074654.0,0.7167,369597,397140,66318
381180,4,TIGER 미국필라델피아반도체나스닥,44890,2,315,0.71,44611.0,-2.1185,948452,42488,60220
122630,3,KODEX 레버리지,100055,2,7475,8.07,100349.0,-45.7757,16833053,1676496,58532
498400,2,KODEX 200타겟위클리커버드콜,19835,2,730,3.82,19814.0,-18.4733,6639242,131260,55955
0167A0,2,SOL AI반도체TOP2플러스,16430,2,715,4.55,16454.0,-13.1768,18253314,299176,53225
229200,1,KODEX 코스닥150,14715,5,-65,-0.44,14737.0,-26.3211,21805902,318413,52893
091160,2,KODEX 반도체,118265,2,4105,3.6,118491.0,-25.4271,1413606,166138,52628
148020,1,RISE 200,103960,2,4025,4.03,104012.0,-18.4917,696085,71981,44339
458730,4,TIGER 미국배당다우존스,15340,2,30,0.2,15356.0,4.5996,1607501,24651,42684
310970,1,TIGER MSCI Korea TR,46025,2,1730,3.91,46067.0,-18.0482,11346,523,41745
411060,5,ACE KRX금현물,28080,2,145,0.52,28035.0,-8.7539,902675,25275,41221
