itemcode,etfTabCode,itemname,nowVal,risefall,changeVal,changeRate,nav,threeMonthEarnRate,quant,amonut,marketSum
069500,1,KODEX 200,111740,5,-360,-0.32,111806.0,-13.682,19316463,2139513,259237
360750,4,TIGER 미국S&P500,25395,5,-65,-0.26,25335.0,-8.424,32212000,817562,200735
133690,4,TIGER 미국나스닥100,174295,5,-690,-0.39,174259.0,-11.646,5672998,987963,114006
102110,1,TIGER 200,112000,5,-400,-0.36,112074.0,-13.5423,12273906,1361771,104104
396500,2,TIGER 반도체TOP10,38310,2,180,0.47,38309.0,-22.8294,11325105,429229,102058
379800,4,KODEX 미국S&P500,23080,5,-60,-0.26,23029.0,-8.4443,19572998,451583,99406
379810,4,KODEX 미국나스닥100,26060,5,-105,-0.4,26054.0,-11.6213,23288414,606459,89751
488770,7,KODEX 머니마켓액티브,105477,2,12,0.01,105491.0,0.851,401205,42318,80122
278530,1,KODEX 200TR,40465,5,-135,-0.33,40477.0,-13.6171,432262,17391,78967
459580,6,KODEX CD금리액티브(합성),1074490,2,280,0.03,1074504.0,0.7257,490909,527475,65464
498400,2,KODEX 200타겟위클리커버드콜,21140,5,-40,-0.19,21127.0,-13.3387,5417481,113560,61095
091160,2,KODEX 반도체,136625,2,1025,0.76,136706.0,-14.5019,1269880,171698,58954
122630,3,KODEX 레버리지,114670,5,-910,-0.79,114781.0,-37.8218,14999336,1691463,57851
0167A0,2,SOL AI반도체TOP2플러스,18120,5,-75,-0.41,18135.0,-23.3088,8822832,158491,57042
381180,4,TIGER 미국필라델피아반도체나스닥,41380,5,-110,-0.27,41530.0,-20.2309,540416,22367,56091
229200,1,KODEX 코스닥150,14200,2,80,0.57,14244.0,-15.7518,21668848,303559,49026
310970,1,TIGER MSCI Korea TR,50000,2,10,0.02,49963.0,-13.7435,5056,250,46400
148020,1,RISE 200,112575,5,-390,-0.35,112655.0,-13.5933,731764,81873,45480
0162Z0,7,RISE 삼성전자SK하이닉스채권혼합50,13795,5,-20,-0.14,13814.0,-4.9175,4069085,55974,41964
458730,4,TIGER 미국배당다우존스,14435,5,-55,-0.38,14401.0,-5.9128,1194868,17239,41833
395160,2,KODEX AI반도체TOP2플러스,41265,5,-110,-0.27,41286.0,-19.59,2816502,115293,41471
411060,5,ACE KRX금현물,26660,2,70,0.26,26580.0,-9.0007,449536,11966,39777
360200,4,ACE 미국S&P500,25665,5,-80,-0.31,25612.0,-8.3553,523126,13430,38600
0043B0,6,TIGER 머니마켓액티브,103620,2,25,0.02,103626.0,0.9009,59295,6144,38390
395270,2,HANARO Fn K-반도체,58865,5,-225,-0.38,58844.0,-18.3728,874152,50967,36938
381170,4,TIGER 미국테크TOP10 INDXX,29930,5,-160,-0.53,29930.0,-9.8157,1335313,39966,36934
423160,6,KODEX KOFR금리액티브(합성),110745,2,5,0.0,110738.0,0.693,48195,5337,35641
357870,6,TIGER CD금리투자KIS(합성),58040,2,15,0.03,58041.0,0.7465,84813,4922,35541
233740,3,KODEX 코스닥150레버리지,7065,2,100,1.44,7095.0,-38.4446,67353590,464635,35035
273130,6,KODEX 종합채권(AA-이상)액티브,109690,5,-125,-0.11,109749.0,-0.3042,10775,1181,34265
102780,2,KODEX 삼성그룹,26410,5,-190,-0.71,26457.0,-14.9889,195437,5109,33831
367380,4,ACE 미국나스닥100,29950,5,-130,-0.43,29955.0,-11.6456,836206,25037,33784
487240,2,KODEX AI전력핵심설비,36570,5,-930,-2.48,36553.0,-12.4692,2656504,96195,31962
455890,6,RISE 머니마켓액티브,55522,2,12,0.02,55525.0,0.8264,82710,4592,29471
139260,2,TIGER 200 IT,141490,5,-565,-0.4,141659.0,-18.8556,151244,21187,27789
0193T0,2,KODEX SK하이닉스단일종목레버리지,11910,5,-90,-0.75,11924.0,-53.4252,27424705,324995,27441
472150,2,TIGER 배당커버드콜액티브,20880,5,-50,-0.24,20914.0,-12.2242,2101604,43614,25689
481050,6,KODEX CD1년금리플러스액티브(합성),1022647,2,277,0.03,1022466.0,0.7829,34465,35245,25141
426030,4,TIME 미국나스닥100액티브,45450,5,-515,-1.12,45710.0,-18.1171,429287,19501,24743
278540,1,KODEX MSCI Korea TR,39740,5,-195,-0.49,39774.0,-13.3732,29281,1157,24321
161510,2,PLUS 고배당주,25345,2,55,0.22,25397.0,-2.0575,339549,8557,24263
449170,6,TIGER KOFR금리액티브(합성),111837,2,22,0.02,111827.0,0.6707,24689,2761,24043
486290,4,TIGER 미국나스닥100타겟데일리커버드콜,10145,5,-40,-0.39,10146.0,-11.897,1244299,12620,23988
385540,6,RISE 종합채권(A-이상)액티브,102725,5,-240,-0.23,102724.0,-0.1504,2190,224,21017
292150,2,TIGER 코리아TOP10,39350,5,-85,-0.22,39407.0,-13.5618,263765,10318,20934
456600,4,TIME 글로벌AI인공지능액티브,57125,5,-465,-0.81,57337.0,-14.8518,86923,4964,20656
284430,6,KODEX 200미국채혼합50,20820,5,-70,-0.34,20845.0,-11.7007,264554,5498,20170
294400,1,KIWOOM 200TR,146640,5,-565,-0.38,146758.0,-13.4089,92991,13517,18770
